,attendance,team1,team2,year,home,lat,long
463,47673,Czechoslovakia,Costa Rica,1990,Italy,41.130314,16.870138
464,61381,Brazil,Argentina,1990,Italy,45.09261,7.652191999999999
465,74559,FRG,Netherlands,1990,Italy,45.478124,9.123961999999999
466,31818,Ireland,Romania,1990,Italy,44.416409,8.952494999999999
467,73303,Italy,Uruguay,1990,Italy,41.934067999999996,12.454709
468,34822,Spain,Yugoslavia,1990,Italy,45.435302,10.968625999999999
469,34520,England,Belgium,1990,Italy,44.492278999999996,11.309973
470,38971,Yugoslavia,Argentina,1990,Italy,43.780668,11.282653
471,73303,Italy,Ireland,1990,Italy,41.934067999999996,12.454709
472,73347,FRG,Czechoslovakia,1990,Italy,45.478124,9.123961999999999
473,55205,England,Cameroon,1990,Italy,40.711892799999994,14.543223800000002
474,59978,Italy,Argentina,1990,Italy,40.711892799999994,14.543223800000002
475,62628,FRG,England,1990,Italy,45.09261,7.652191999999999
476,51426,Italy,England,1990,Italy,41.130314,16.870138
477,73603,FRG,Argentina,1990,Italy,41.934067999999996,12.454709
478,67579,FRG,Poland,1978,Argentina,-34.545306,-58.449775
479,42653,Italy,France,1978,Argentina,-38.018035,-57.582294
480,17396,Tunisia,Mexico,1978,Argentina,-32.914102,-60.674602
481,71615,Argentina,Hungary,1978,Argentina,-34.545306,-58.449775
482,40841,Austria,Spain,1978,Argentina,-34.634555,-58.514036
483,38618,Sweden,Brazil,1978,Argentina,-38.018035,-57.582294
484,37927,Peru,Scotland,1978,Argentina,-31.368864000000002,-64.246113
485,33431,Netherlands,Iran,1978,Argentina,-32.88497,-68.80185490000001
486,26533,Italy,Hungary,1978,Argentina,-38.018035,-57.582294
487,35258,FRG,Mexico,1978,Argentina,-31.368864000000002,-64.246113
488,9624,Poland,Tunisia,1978,Argentina,-32.914102,-60.674602
489,71666,Argentina,France,1978,Argentina,-34.545306,-58.449775
490,41424,Austria,Sweden,1978,Argentina,-34.634555,-58.514036
491,34771,Brazil,Spain,1978,Argentina,-38.018035,-57.582294
492,7938,Scotland,Iran,1978,Argentina,-31.368864000000002,-64.246113
493,28125,Netherlands,Peru,1978,Argentina,-32.88497,-68.80185490000001
494,23127,France,Hungary,1978,Argentina,-38.018035,-57.582294
495,30667,FRG,Tunisia,1978,Argentina,-31.368864000000002,-64.246113
496,22651,Poland,Mexico,1978,Argentina,-32.914102,-60.674602
497,71772,Italy,Argentina,1978,Argentina,-34.545306,-58.449775
498,42132,Spain,Sweden,1978,Argentina,-34.634555,-58.514036
499,35221,Brazil,Austria,1978,Argentina,-38.018035,-57.582294
500,21262,Peru,Iran,1978,Argentina,-31.368864000000002,-64.246113
501,35130,Scotland,Netherlands,1978,Argentina,-32.88497,-68.80185490000001
502,25050,Netherlands,Austria,1978,Argentina,-31.368864000000002,-64.246113
503,67547,FRG,Italy,1978,Argentina,-34.545306,-58.449775
504,31278,Brazil,Peru,1978,Argentina,-32.88497,-68.80185490000001
505,37091,Argentina,Poland,1978,Argentina,-32.914102,-60.674602
506,35288,Poland,Peru,1978,Argentina,-32.88497,-68.80185490000001
507,40750,FRG,Netherlands,1978,Argentina,-31.368864000000002,-64.246113
508,66695,Italy,Austria,1978,Argentina,-34.545306,-58.449775
509,37326,Argentina,Brazil,1978,Argentina,-32.914102,-60.674602
510,38318,Austria,FRG,1978,Argentina,-31.368864000000002,-64.246113
511,67433,Netherlands,Italy,1978,Argentina,-34.545306,-58.449775
512,39586,Brazil,Poland,1978,Argentina,-32.88497,-68.80185490000001
513,37326,Argentina,Peru,1978,Argentina,-32.914102,-60.674602
514,69659,Brazil,Italy,1978,Argentina,-34.545306,-58.449775
515,71483,Argentina,Netherlands,1978,Argentina,-34.545306,-58.449775
516,64950,Germany,Costa Rica,2006,Germany,48.2188,11.624707
517,52000,Poland,Ecuador,2006,Germany,51.555243,7.066457000000001
518,48000,England,Paraguay,2006,Germany,50.069555,8.646306
519,62959,Trinidad and Tobago,Sweden,2006,Germany,51.492502,7.4510309999999995
520,49480,Argentina,Ivory Coast,2006,Germany,53.587128,9.8986
521,37216,Serbia-Montenegro,Netherlands,2006,Germany,51.339695500000005,12.373074699999998
522,41000,Mexico,Iran,2006,Germany,49.416024,11.123408
523,45000,Angola,Portugal,2006,Germany,50.933525,6.87443
524,46000,Australia,Japan,2006,Germany,49.434171,7.776807000000001
525,52000,USA,Czech Republic,2006,Germany,51.555243,7.066457000000001
526,43000,Italy,Ghana,2006,Germany,52.361571999999995,9.71687
527,48000,South Korea,Togo,2006,Germany,50.069555,8.646306
528,52000,France,Switzerland,2006,Germany,48.791715,9.231515
529,72000,Brazil,Croatia,2006,Germany,52.514697,13.239498999999999
530,43000,Spain,Ukraine,2006,Germany,51.339695500000005,12.373074699999998
531,66000,Tunisia,Saudi Arabia,2006,Germany,48.2188,11.624707
532,65000,Germany,Poland,2006,Germany,51.492502,7.4510309999999995
533,50000,Ecuador,Costa Rica,2006,Germany,53.587128,9.8986
534,41000,England,Trinidad and Tobago,2006,Germany,49.416024,11.123408
535,72000,Sweden,Paraguay,2006,Germany,52.514697,13.239498999999999
536,52000,Argentina,Serbia-Montenegro,2006,Germany,51.555243,7.066457000000001
537,52000,Netherlands,Ivory Coast,2006,Germany,48.791715,9.231515
538,43000,Mexico,Angola,2006,Germany,52.361571999999995,9.71687
539,48000,Portugal,Iran,2006,Germany,50.069555,8.646306
540,45000,Czech Republic,Ghana,2006,Germany,50.933525,6.87443
541,46000,Italy,USA,2006,Germany,49.434171,7.776807000000001
542,41000,Japan,Croatia,2006,Germany,49.416024,11.123408
543,66000,Brazil,Australia,2006,Germany,48.2188,11.624707
544,43000,France,South Korea,2006,Germany,51.339695500000005,12.373074699999998
545,65000,Togo,Switzerland,2006,Germany,51.492502,7.4510309999999995
546,50000,Saudi Arabia,Ukraine,2006,Germany,53.587128,9.8986
547,52000,Spain,Tunisia,2006,Germany,48.791715,9.231515
548,72000,Ecuador,Germany,2006,Germany,52.514697,13.239498999999999
549,43000,Costa Rica,Poland,2006,Germany,52.361571999999995,9.71687
550,45000,Sweden,England,2006,Germany,50.933525,6.87443
551,46000,Paraguay,Trinidad and Tobago,2006,Germany,49.434171,7.776807000000001
552,52000,Portugal,Mexico,2006,Germany,51.555243,7.066457000000001
553,38000,Iran,Angola,2006,Germany,51.339695500000005,12.373074699999998
554,48000,Netherlands,Argentina,2006,Germany,50.069555,8.646306
555,66000,Ivory Coast,Serbia-Montenegro,2006,Germany,48.2188,11.624707
556,50000,Czech Republic,Italy,2006,Germany,53.587128,9.8986
557,41000,Ghana,USA,2006,Germany,49.416024,11.123408
558,65000,Japan,Brazil,2006,Germany,51.492502,7.4510309999999995
559,52000,Croatia,Australia,2006,Germany,48.791715,9.231515
560,46000,Saudi Arabia,Spain,2006,Germany,49.434171,7.776807000000001
561,72000,Ukraine,Tunisia,2006,Germany,52.514697,13.239498999999999
562,45000,Togo,France,2006,Germany,50.933525,6.87443
563,43000,Switzerland,South Korea,2006,Germany,52.361571999999995,9.71687
564,66000,Germany,Sweden,2006,Germany,48.2188,11.624707
565,43000,Argentina,Mexico,2006,Germany,51.339695500000005,12.373074699999998
566,52000,England,Ecuador,2006,Germany,48.791715,9.231515
567,41000,Portugal,Netherlands,2006,Germany,49.416024,11.123408
568,46000,Italy,Australia,2006,Germany,49.434171,7.776807000000001
569,45000,Switzerland,Ukraine,2006,Germany,50.933525,6.87443
570,65000,Brazil,Ghana,2006,Germany,51.492502,7.4510309999999995
571,43000,Spain,France,2006,Germany,52.361571999999995,9.71687
572,72000,Germany,Argentina,2006,Germany,52.514697,13.239498999999999
573,50000,Italy,Ukraine,2006,Germany,53.587128,9.8986
574,52000,England,Portugal,2006,Germany,51.555243,7.066457000000001
575,48000,Brazil,France,2006,Germany,50.069555,8.646306
576,65000,Germany,Italy,2006,Germany,51.492502,7.4510309999999995
577,66000,Portugal,France,2006,Germany,48.2188,11.624707
578,52000,Germany,Portugal,2006,Germany,48.791715,9.231515
579,69000,Italy,France,2006,Germany,52.514697,13.239498999999999
580,107160,Soviet Union,Mexico,1970,Mexico,19.302861,-99.15052800000001
581,20654,Uruguay,Israel,1970,Mexico,19.067714399999996,-98.18781159999999
582,50560,England,Romania,1970,Mexico,20.704995,-103.328177
583,13765,Peru,Bulgaria,1970,Mexico,21.115545,-101.657703
584,92205,Belgium,El Salvador,1970,Mexico,19.302861,-99.15052800000001
585,13433,Italy,Sweden,1970,Mexico,19.3329548,-99.5753607
586,52897,Brazil,Czechoslovakia,1970,Mexico,20.704995,-103.328177
587,12942,FRG,Morocco,1970,Mexico,21.115545,-101.657703
588,95261,Soviet Union,Belgium,1970,Mexico,19.302861,-99.15052800000001
589,29968,Italy,Uruguay,1970,Mexico,19.067714399999996,-98.18781159999999
590,56818,Romania,Czechoslovakia,1970,Mexico,20.704995,-103.328177
591,13537,Peru,Morocco,1970,Mexico,21.115545,-101.657703
592,103058,Mexico,El Salvador,1970,Mexico,19.302861,-99.15052800000001
593,9624,Sweden,Israel,1970,Mexico,19.3329548,-99.5753607
594,70950,Brazil,England,1970,Mexico,20.704995,-103.328177
595,12710,FRG,Bulgaria,1970,Mexico,21.115545,-101.657703
596,89979,Soviet Union,El Salvador,1970,Mexico,19.302861,-99.15052800000001
597,18163,Sweden,Uruguay,1970,Mexico,19.067714399999996,-98.18781159999999
598,50804,Brazil,Romania,1970,Mexico,20.704995,-103.328177
599,17875,FRG,Peru,1970,Mexico,21.115545,-101.657703
600,108192,Mexico,Belgium,1970,Mexico,19.302861,-99.15052800000001
601,9890,Italy,Israel,1970,Mexico,19.3329548,-99.5753607
602,49292,England,Czechoslovakia,1970,Mexico,20.704995,-103.328177
603,12299,Bulgaria,Morocco,1970,Mexico,21.115545,-101.657703
604,96085,Uruguay,Soviet Union,1970,Mexico,19.302861,-99.15052800000001
605,26851,Italy,Mexico,1970,Mexico,19.3329548,-99.5753607
606,54233,Brazil,Peru,1970,Mexico,20.704995,-103.328177
607,23357,FRG,England,1970,Mexico,21.115545,-101.657703
608,51261,Brazil,Uruguay,1970,Mexico,20.704995,-103.328177
609,102444,Italy,FRG,1970,Mexico,19.302861,-99.15052800000001
610,104403,FRG,Uruguay,1970,Mexico,19.302861,-99.15052800000001
611,107412,Brazil,Italy,1970,Mexico,19.302861,-99.15052800000001
612,84490,South Africa,Mexico,2010,South Africa,-26.234757000000002,27.982654999999998
613,64100,Uruguay,France,2010,South Africa,-33.904790999999996,18.409845
614,31513,South Korea,Greece,2010,South Africa,-33.937940000000005,25.599420000000002
615,55686,Argentina,Nigeria,2010,South Africa,-26.197547,28.060879999999997
616,38646,England,USA,2010,South Africa,-25.663339999999998,27.22205
617,30325,Algeria,Slovenia,2010,South Africa,-23.924210000000002,29.465120000000002
618,38833,Serbia,Ghana,2010,South Africa,-25.75327,28.22291
619,62660,Germany,Australia,2010,South Africa,-29.828287,31.029946999999996
620,83465,Netherlands,Denmark,2010,South Africa,-26.234757000000002,27.982654999999998
621,30620,Japan,Cameroon,2010,South Africa,-29.117279999999997,26.208920000000003
622,62869,Italy,Paraguay,2010,South Africa,-33.904790999999996,18.409845
623,23871,New Zealand,Slovakia,2010,South Africa,-25.663339999999998,27.22205
624,37034,Ivory Coast,Portugal,2010,South Africa,-33.937940000000005,25.599420000000002
625,54331,Brazil,North Korea,2010,South Africa,-26.197547,28.060879999999997
626,32664,Honduras,Chile,2010,South Africa,-25.461706,30.929721
627,62453,Spain,Switzerland,2010,South Africa,-29.828287,31.029946999999996
628,42658,South Africa,Uruguay,2010,South Africa,-25.75327,28.22291
629,82174,Argentina,South Korea,2010,South Africa,-26.234757000000002,27.982654999999998
630,31593,Greece,Nigeria,2010,South Africa,-29.117279999999997,26.208920000000003
631,35370,France,Mexico,2010,South Africa,-23.924210000000002,29.465120000000002
632,38294,Germany,Serbia,2010,South Africa,-33.937940000000005,25.599420000000002
633,45573,Slovenia,USA,2010,South Africa,-26.197547,28.060879999999997
634,64100,England,Algeria,2010,South Africa,-33.904790999999996,18.409845
635,62010,Netherlands,Japan,2010,South Africa,-29.828287,31.029946999999996
636,34812,Ghana,Australia,2010,South Africa,-25.663339999999998,27.22205
637,38074,Cameroon,Denmark,2010,South Africa,-25.75327,28.22291
638,26643,Slovakia,Paraguay,2010,South Africa,-29.117279999999997,26.208920000000003
639,38229,Italy,New Zealand,2010,South Africa,-25.461706,30.929721
640,84455,Brazil,Ivory Coast,2010,South Africa,-26.234757000000002,27.982654999999998
641,63644,Portugal,North Korea,2010,South Africa,-33.904790999999996,18.409845
642,34872,Chile,Switzerland,2010,South Africa,-33.937940000000005,25.599420000000002
643,54386,Spain,Honduras,2010,South Africa,-26.197547,28.060879999999997
644,33425,Mexico,Uruguay,2010,South Africa,-25.663339999999998,27.22205
645,39415,France,South Africa,2010,South Africa,-29.117279999999997,26.208920000000003
646,61874,Nigeria,South Korea,2010,South Africa,-29.828287,31.029946999999996
647,38891,Greece,Argentina,2010,South Africa,-23.924210000000002,29.465120000000002
648,36893,Slovenia,England,2010,South Africa,-33.937940000000005,25.599420000000002
649,35827,USA,Algeria,2010,South Africa,-25.75327,28.22291
650,83391,Ghana,Germany,2010,South Africa,-26.234757000000002,27.982654999999998
651,37836,Australia,Serbia,2010,South Africa,-25.461706,30.929721
652,53412,Slovakia,Italy,2010,South Africa,-26.197547,28.060879999999997
653,34850,Paraguay,New Zealand,2010,South Africa,-23.924210000000002,29.465120000000002
654,27967,Denmark,Japan,2010,South Africa,-25.663339999999998,27.22205
655,63093,Cameroon,Netherlands,2010,South Africa,-33.904790999999996,18.409845
656,62712,Portugal,Brazil,2010,South Africa,-29.828287,31.029946999999996
657,34763,North Korea,Ivory Coast,2010,South Africa,-25.461706,30.929721
658,41958,Chile,Spain,2010,South Africa,-25.75327,28.22291
659,28042,Switzerland,Honduras,2010,South Africa,-29.117279999999997,26.208920000000003
660,30597,Uruguay,South Korea,2010,South Africa,-33.937940000000005,25.599420000000002
661,34976,USA,Ghana,2010,South Africa,-25.663339999999998,27.22205
662,40510,Germany,England,2010,South Africa,-29.117279999999997,26.208920000000003
663,84377,Argentina,Mexico,2010,South Africa,-26.234757000000002,27.982654999999998
664,61962,Netherlands,Slovakia,2010,South Africa,-29.828287,31.029946999999996
665,54096,Brazil,Chile,2010,South Africa,-26.197547,28.060879999999997
666,36742,Paraguay,Japan,2010,South Africa,-25.75327,28.22291
667,62955,Spain,Portugal,2010,South Africa,-33.904790999999996,18.409845
668,40186,Netherlands,Brazil,2010,South Africa,-33.937940000000005,25.599420000000002
669,84017,Uruguay,Ghana,2010,South Africa,-26.234757000000002,27.982654999999998
670,64100,Argentina,Germany,2010,South Africa,-33.904790999999996,18.409845
671,55359,Paraguay,Spain,2010,South Africa,-26.197547,28.060879999999997
672,62479,Uruguay,Netherlands,2010,South Africa,-33.904790999999996,18.409845
673,60960,Germany,Spain,2010,South Africa,-29.828287,31.029946999999996
674,36254,Uruguay,Germany,2010,South Africa,-33.937940000000005,25.599420000000002
675,84490,Netherlands,Spain,2010,South Africa,-26.234757000000002,27.982654999999998
676,7908,Uruguay,Colombia,1962,Chile,-18.4896507,-70.30179240000001
677,65006,Chile,Switzerland,1962,Chile,-33.3514786,-70.7364126
678,10484,Brazil,Mexico,1962,Chile,-33.014396999999995,-71.53523299999999
679,7134,Argentina,Bulgaria,1962,Chile,-34.176408,-70.738982
680,9622,Soviet Union,Yugoslavia,1962,Chile,-18.4896507,-70.30179240000001
681,65440,FRG,Italy,1962,Chile,-33.3514786,-70.7364126
682,12700,Czechoslovakia,Spain,1962,Chile,-33.014396999999995,-71.53523299999999
683,7938,Hungary,England,1962,Chile,-34.176408,-70.738982
684,8824,Yugoslavia,Uruguay,1962,Chile,-18.4896507,-70.30179240000001
685,66057,Chile,Italy,1962,Chile,-33.3514786,-70.7364126
686,14903,Brazil,Czechoslovakia,1962,Chile,-33.014396999999995,-71.53523299999999
687,7794,England,Argentina,1962,Chile,-34.176408,-70.738982
688,8040,Soviet Union,Colombia,1962,Chile,-18.4896507,-70.30179240000001
689,64922,FRG,Switzerland,1962,Chile,-33.3514786,-70.7364126
690,11875,Spain,Mexico,1962,Chile,-33.014396999999995,-71.53523299999999
691,7442,Hungary,Bulgaria,1962,Chile,-34.176408,-70.738982
692,9973,Soviet Union,Uruguay,1962,Chile,-18.4896507,-70.30179240000001
693,67224,FRG,Chile,1962,Chile,-33.3514786,-70.7364126
694,18715,Brazil,Spain,1962,Chile,-33.014396999999995,-71.53523299999999
695,7945,Hungary,Argentina,1962,Chile,-34.176408,-70.738982
696,7167,Yugoslavia,Colombia,1962,Chile,-18.4896507,-70.30179240000001
697,59828,Italy,Switzerland,1962,Chile,-33.3514786,-70.7364126
698,10648,Mexico,Czechoslovakia,1962,Chile,-33.014396999999995,-71.53523299999999
699,5700,England,Bulgaria,1962,Chile,-34.176408,-70.738982
700,17268,Chile,Soviet Union,1962,Chile,-18.4896507,-70.30179240000001
701,63324,Yugoslavia,FRG,1962,Chile,-33.3514786,-70.7364126
702,17736,Brazil,England,1962,Chile,-33.014396999999995,-71.53523299999999
703,11690,Czechoslovakia,Hungary,1962,Chile,-34.176408,-70.738982
704,76594,Brazil,Chile,1962,Chile,-33.3514786,-70.7364126
705,5890,Czechoslovakia,Yugoslavia,1962,Chile,-33.014396999999995,-71.53523299999999
706,66697,Chile,Yugoslavia,1962,Chile,-33.3514786,-70.7364126
707,68679,Brazil,Czechoslovakia,1962,Chile,-33.3514786,-70.7364126
708,61500,Brazil,Yugoslavia,1974,West Germany,50.069555,8.646306
709,83168,FRG,Chile,1974,West Germany,52.514697,13.239498999999999
710,18180,GDR,Australia,1974,West Germany,53.587128,9.8986
711,25800,Zaire,Scotland,1974,West Germany,51.492502,7.4510309999999995
712,23800,Sweden,Bulgaria,1974,West Germany,51.26441,6.72576
713,53700,Uruguay,Netherlands,1974,West Germany,52.367596,9.719431
714,51100,Italy,Haiti,1974,West Germany,48.173159000000005,11.546603999999999
715,31500,Poland,Argentina,1974,West Germany,48.791715,9.231515
716,53300,Australia,FRG,1974,West Germany,53.587128,9.8986
717,27300,Chile,GDR,1974,West Germany,52.514697,13.239498999999999
718,31700,Yugoslavia,Zaire,1974,West Germany,51.554466,7.065778
719,62000,Scotland,Brazil,1974,West Germany,50.069555,8.646306
720,53700,Netherlands,Sweden,1974,West Germany,51.492502,7.4510309999999995
721,13400,Bulgaria,Uruguay,1974,West Germany,52.367596,9.719431
722,25400,Haiti,Poland,1974,West Germany,48.173159000000005,11.546603999999999
723,68900,Argentina,Italy,1974,West Germany,48.791715,9.231515
724,14681,Australia,Chile,1974,West Germany,52.514697,13.239498999999999
725,36200,Zaire,Brazil,1974,West Germany,51.554466,7.065778
726,56000,Scotland,Yugoslavia,1974,West Germany,50.069555,8.646306
727,60350,GDR,FRG,1974,West Germany,53.587128,9.8986
728,53300,Bulgaria,Netherlands,1974,West Germany,51.492502,7.4510309999999995
729,28300,Sweden,Uruguay,1974,West Germany,51.26441,6.72576
730,25900,Argentina,Haiti,1974,West Germany,48.173159000000005,11.546603999999999
731,68900,Poland,Italy,1974,West Germany,48.791715,9.231515
732,66085,Yugoslavia,FRG,1974,West Germany,51.26441,6.72576
733,55348,Netherlands,Argentina,1974,West Germany,51.554466,7.065778
734,58463,Brazil,GDR,1974,West Germany,52.367596,9.719431
735,43755,Sweden,Poland,1974,West Germany,48.791715,9.231515
736,67148,GDR,Netherlands,1974,West Germany,51.554466,7.065778
737,39400,Argentina,Brazil,1974,West Germany,52.367596,9.719431
738,53200,Poland,Yugoslavia,1974,West Germany,50.069555,8.646306
739,67861,FRG,Sweden,1974,West Germany,51.26441,6.72576
740,61249,Poland,FRG,1974,West Germany,50.069555,8.646306
741,52500,Netherlands,Brazil,1974,West Germany,51.492502,7.4510309999999995
742,53054,Argentina,GDR,1974,West Germany,51.554466,7.065778
743,37700,Sweden,Yugoslavia,1974,West Germany,51.26441,6.72576
744,74100,Poland,Brazil,1974,West Germany,48.173159000000005,11.546603999999999
745,77833,FRG,Netherlands,1974,West Germany,48.173159000000005,11.546603999999999
746,62561,France,Senegal,2002,South Korea/Japan,37.566534999999995,126.9779692
747,33679,Ireland,Cameroon,2002,South Korea/Japan,37.9161924,139.0364126
748,30157,Uruguay,Denmark,2002,South Korea/Japan,35.5383773,129.3113596
749,32218,Germany,Saudi Arabia,2002,South Korea/Japan,43.0620958,141.3543763
750,34050,Argentina,Nigeria,2002,South Korea/Japan,36.3418112,140.4467935
751,25186,Paraguay,South Africa,2002,South Korea/Japan,35.17955429999999,129.07564159999998
752,52721,England,Sweden,2002,South Korea/Japan,35.8617292,139.6454822
753,28598,Spain,Slovenia,2002,South Korea/Japan,35.1595454,126.85260120000001
754,32239,Croatia,Mexico,2002,South Korea/Japan,37.9161924,139.0364126
755,33842,Brazil,Turkey,2002,South Korea/Japan,35.5383773,129.3113596
756,31081,Italy,Ecuador,2002,South Korea/Japan,43.0620958,141.3543763
757,27217,China,Costa Rica,2002,South Korea/Japan,35.1595454,126.85260120000001
758,55256,Japan,Belgium,2002,South Korea/Japan,35.8617292,139.6454822
759,48760,South Korea,Poland,2002,South Korea/Japan,35.17955429999999,129.07564159999998
760,30957,Russia,Tunisia,2002,South Korea/Japan,34.690083,135.1955112
761,37306,USA,Portugal,2002,South Korea/Japan,37.263572700000005,127.02860090000001
762,35854,Germany,Ireland,2002,South Korea/Japan,36.3418112,140.4467935
763,43500,Denmark,Senegal,2002,South Korea/Japan,35.871435399999996,128.60144499999998
764,52328,Cameroon,Saudi Arabia,2002,South Korea/Japan,35.8617292,139.6454822
765,38289,France,Uruguay,2002,South Korea/Japan,35.17955429999999,129.07564159999998
766,36194,Sweden,Nigeria,2002,South Korea/Japan,34.690083,135.1955112
767,24000,Spain,Paraguay,2002,South Korea/Japan,35.8242238,127.14795320000002
768,35927,Argentina,England,2002,South Korea/Japan,43.0620958,141.3543763
769,47226,South Africa,Slovenia,2002,South Korea/Japan,35.871435399999996,128.60144499999998
770,36472,Italy,Croatia,2002,South Korea/Japan,36.3418112,140.4467935
771,36750,Brazil,China,2002,South Korea/Japan,33.2541205,126.560076
772,45610,Mexico,Ecuador,2002,South Korea/Japan,38.268837299999994,140.8721
773,42299,Costa Rica,Turkey,2002,South Korea/Japan,37.4562557,126.70520619999999
774,66108,Japan,Russia,2002,South Korea/Japan,35.4437078,139.6380256
775,60778,South Korea,USA,2002,South Korea/Japan,35.871435399999996,128.60144499999998
776,39700,Tunisia,Belgium,2002,South Korea/Japan,33.2395578,131.609272
777,31000,Portugal,Poland,2002,South Korea/Japan,35.8242238,127.14795320000002
778,48100,Denmark,France,2002,South Korea/Japan,37.4562557,126.70520619999999
779,33681,Senegal,Uruguay,2002,South Korea/Japan,37.263572700000005,127.02860090000001
780,47085,Cameroon,Germany,2002,South Korea/Japan,34.975562,138.38275959999999
781,65320,Saudi Arabia,Ireland,2002,South Korea/Japan,35.4437078,139.6380256
782,45777,Sweden,Argentina,2002,South Korea/Japan,38.268837299999994,140.8721
783,44864,Nigeria,England,2002,South Korea/Japan,34.693737799999994,135.50216509999998
784,31024,South Africa,Spain,2002,South Korea/Japan,36.3504119,127.38454750000001
785,30176,Slovenia,Paraguay,2002,South Korea/Japan,33.2541205,126.560076
786,38524,Costa Rica,Brazil,2002,South Korea/Japan,37.263572700000005,127.02860090000001
787,43605,Turkey,China,2002,South Korea/Japan,37.566534999999995,126.9779692
788,65862,Ecuador,Croatia,2002,South Korea/Japan,35.4437078,139.6380256
789,39291,Mexico,Italy,2002,South Korea/Japan,33.2395578,131.609272
790,46640,Belgium,Russia,2002,South Korea/Japan,34.975562,138.38275959999999
791,45213,Tunisia,Japan,2002,South Korea/Japan,34.693737799999994,135.50216509999998
792,26482,Poland,USA,2002,South Korea/Japan,36.3504119,127.38454750000001
793,50239,Portugal,South Korea,2002,South Korea/Japan,37.4562557,126.70520619999999
794,25176,Germany,Paraguay,2002,South Korea/Japan,33.2541205,126.560076
795,40582,Denmark,England,2002,South Korea/Japan,37.9161924,139.0364126
796,39747,Sweden,Senegal,2002,South Korea/Japan,33.2395578,131.609272
797,38926,Spain,Ireland,2002,South Korea/Japan,37.263572700000005,127.02860090000001
798,36380,Mexico,USA,2002,South Korea/Japan,35.8242238,127.14795320000002
799,40440,Brazil,Belgium,2002,South Korea/Japan,34.690083,135.1955112
800,45666,Japan,Turkey,2002,South Korea/Japan,38.268837299999994,140.8721
801,38588,South Korea,Italy,2002,South Korea/Japan,36.3504119,127.38454750000001
802,47436,England,Brazil,2002,South Korea/Japan,34.975562,138.38275959999999
803,37337,Germany,USA,2002,South Korea/Japan,35.5383773,129.3113596
804,42114,Spain,South Korea,2002,South Korea/Japan,35.1595454,126.85260120000001
805,44233,Senegal,Turkey,2002,South Korea/Japan,34.693737799999994,135.50216509999998
806,65625,Germany,South Korea,2002,South Korea/Japan,37.566534999999995,126.9779692
807,61058,Brazil,Turkey,2002,South Korea/Japan,35.8617292,139.6454822
808,63483,Turkey,South Korea,2002,South Korea/Japan,35.871435399999996,128.60144499999998
809,69029,Brazil,Germany,2002,South Korea/Japan,35.4437078,139.6380256
810,16000,Yugoslavia,France,1954,Switzerland,46.533333,6.624167
811,13000,Brazil,Mexico,1954,Switzerland,46.208050799999995,6.1227005
812,25000,Austria,Scotland,1954,Switzerland,47.393411,8.503633
813,20000,Uruguay,Czechoslovakia,1954,Switzerland,46.963112,7.464874000000001
814,43000,Switzerland,Italy,1954,Switzerland,46.533333,6.624167
815,13000,Hungary,South Korea,1954,Switzerland,47.393411,8.503633
816,28000,FRG,Turkey,1954,Switzerland,46.963112,7.464874000000001
817,14000,England,Belgium,1954,Switzerland,47.5422544,7.6100127
818,34000,Uruguay,Scotland,1954,Switzerland,47.5422544,7.6100127
819,25000,Brazil,Yugoslavia,1954,Switzerland,46.533333,6.624167
820,26000,Austria,Czechoslovakia,1954,Switzerland,47.393411,8.503633
821,19000,France,Mexico,1954,Switzerland,46.208050799999995,6.1227005
822,53000,Hungary,FRG,1954,Switzerland,47.5422544,7.6100127
823,2000,Turkey,South Korea,1954,Switzerland,46.208050799999995,6.1227005
824,26000,Italy,Belgium,1954,Switzerland,45.527362,9.044131
825,43500,England,Switzerland,1954,Switzerland,46.963112,7.464874000000001
826,17000,FRG,Turkey,1954,Switzerland,47.393411,8.503633
827,30000,Switzerland,Italy,1954,Switzerland,47.5422544,7.6100127
828,28000,Uruguay,England,1954,Switzerland,47.5422544,7.6100127
829,32000,Austria,Switzerland,1954,Switzerland,46.533333,6.624167
830,40000,Hungary,Brazil,1954,Switzerland,46.963112,7.464874000000001
831,17000,FRG,Yugoslavia,1954,Switzerland,46.208050799999995,6.1227005
832,45000,Hungary,Uruguay,1954,Switzerland,46.533333,6.624167
833,57000,FRG,Austria,1954,Switzerland,47.5422544,7.6100127
834,32000,Austria,Uruguay,1954,Switzerland,47.393411,8.503633
835,62472,FRG,Hungary,1954,Switzerland,46.963112,7.464874000000001
